Client,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,Gender,Age,Tenure,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
147,1,,,,,,125.5625,,,,,,M,25,176,542.9378571,542.9378571,4,4,205.7142857,205.7142857,17.85714286,2.142857143,185.7142857,6,6,1,1,4,0,0,1,0,0,15.61321429
148,1,,3,,,,132.0985714,,5560.714286,,,,M,45,42,6043.837857,6043.837857,6,6,2378.608929,2378.608929,0,0,2366.0375,23,23,0,0,21,1,0,0,4.234464286,0,0
149,1,,,,,,574.6835714,,,,,,M,54,18,635.215,635.215,2,2,629.1071429,629.1071429,0,0,0,2,2,0,0,0,0,0,0,0,0,0
150,1,,,1,,,11.59428571,,,0,,,F,27,3,1539.13,1539.13,4,4,1441.051429,1441.051429,442.8571429,714.7657143,20.42857143,59,59,4,48,1,,,,,,
151,1,1,,,,,3053.753929,42257.00179,,,,,M,58,265,1688.0925,1683.585,6,5,1985.602857,1985.602857,321.4285714,294.9242857,1364.607143,18,18,2,6,8,,,,,,
152,1,,,1,,,4230.166429,,,0,,,M,50,64,192.2892857,192.2892857,2,2,283.5607143,283.5607143,125,0,10.71428571,6,6,2,0,1,,,,,,
153,1,1,,1,,,936.1510714,2514.216071,,0,,,F,67,92,3553.295714,2154.031786,56,37,3820.026786,2146.888929,264.2857143,418.0132143,1398.142857,92,57,12,15,18,,,,,,
154,1,,,,,,785.9264286,,,,,,M,28,151,446.4325,446.4325,5,5,1478.473929,1478.473929,0,1478.473929,0,38,38,0,38,0,,,,,,
155,1,,,,,,0,,,,,,M,27,97,726.4807143,726.4807143,2,2,641.8660714,641.8660714,321.4285714,127.7946429,191,14,14,3,8,2,,,,,,
156,1,1,1,,,,417.8764286,6458.979286,9760.005357,,,,M,54,95,1830.454643,1826.049286,7,5,4655.535714,4655.535714,0,0,1012.678571,8,8,0,0,6,0,0,1,0,0,16.31785714
157,1,,,,,,3970.271786,,,,,,M,25,151,1023.934286,1023.934286,3,3,1076.535714,1076.535714,357.1428571,157.8035714,343.3214286,18,18,2,6,7,0,0,0,0,0,0
158,1,1,,,,,326.6303571,16117.89714,,,,,M,0,152,2353.784286,2353.453214,5,4,1208.428214,1208.428214,0,1208.428214,0,13,13,0,13,0,0,0,0,0,0,0
159,1,,,,,,1577.568214,,,,,,M,33,152,714.3042857,714.3042857,3,3,3124.072143,3124.072143,178.5714286,65.37857143,2329.525714,15,15,1,1,10,0,0,1,0,0,9.940357143
160,1,,,,,,3314.279643,,,,,,F,41,181,1104.731071,1104.731071,3,3,708.7110714,708.7110714,0,50.13964286,657.8214286,23,23,0,7,15,0,0,1,0,0,17.0475
161,1,1,2,,,,154.9292857,86.97535714,32280.21393,,,,F,46,103,14.53285714,2.147142857,23,2,1.968571429,0,0,0,0,20,0,0,0,0,,,,,,
162,1,,,,,,1.964642857,,,,,,F,51,123,500.0378571,500.0378571,2,2,380.7857143,380.7857143,178.5714286,0,202.2142857,6,6,3,0,3,0,0,0,0,0,0
163,1,1,2,,,,1304.829643,3096.087143,1687.600357,,,,F,60,51,25142.54036,10397.09179,6,4,15735.74607,15735.74607,535.7142857,672.8567857,205.7464286,9,9,1,2,4,0,0,0,0,0,0
164,1,1,9,,,,2690.460357,2579.983214,2851.120714,,,,F,40,151,15.63035714,0.0825,2,1,3623.965,3623.965,107.1428571,595.0721429,2920.5,15,15,1,8,5,,,,,,
165,1,,,,,,17.86857143,,,,,,F,42,103,1383.262857,1383.262857,3,3,1065.923214,1065.923214,142.8571429,0,779.0085714,17,17,1,0,12,,,,,,
166,1,,,1,,1,15.79714286,,,754.9014286,,2216.481429,M,48,51,1385.913929,1180.379643,15,12,1454.598214,1191.076786,892.8571429,0,71.42857143,23,14,5,0,2,,,,,,
167,1,,,,,,3446.811429,,,,,,M,73,92,232.8639286,232.8639286,3,3,170.625,170.625,42.85714286,90.73214286,37.03571429,15,15,3,8,4,1,0,0,1.703214286,0,0
168,1,1,,1,,,71.42857143,17921.30929,,0,,,F,26,168,303.645,303.645,3,3,315.0714286,315.0714286,0,0,311.6785714,7,7,0,0,6,,,,,,
169,1,,,,,,1106.425714,,,,,,M,75,76,1012.013214,1012.013214,3,3,869.4657143,869.4657143,217.8571429,246.6775,403.5025,21,21,5,9,6,,,,,,
170,1,,,,,,0,,,,,,F,41,151,321.4289286,321.4289286,2,2,312.3735714,312.3735714,0,0,3.535714286,5,5,0,0,1,,,,,,
171,1,,,,,,4112.732857,,,,,,F,22,151,854.5785714,854.5785714,3,3,967.6146429,967.6146429,435.7142857,347.7575,178.1428571,59,59,12,27,9,1,1,0,6.762142857,9,0
172,1,3,,,1,,0.041428571,4191.274286,,,28.97142857,,F,56,188,109.9739286,107.1467857,6,2,18,16.57142857,0,0,15.85714286,5,3,0,0,2,0,0,0,0,0,0
173,1,,,,,,3913.798214,,,,,,M,23,150,0.021071429,0.021071429,1,1,1.964285714,1.964285714,0,0,0,1,1,0,0,0,0,0,0,0,0,0
174,1,,,1,,1,70.76928571,,,532.6325,,14233.63607,M,22,109,1322.5,1282.800714,6,5,1251.982143,1246.339286,521.4285714,114.7035714,236.4642857,19,17,2,5,6,,,,,,
175,1,,,,,2,0.070714286,,,,,20749.29464,F,41,61,676.3442857,548.9657143,5,4,569.6253571,566.8039286,214.2857143,0,193.2325,8,7,2,0,3,,,,,,
176,1,,,,,,343.9407143,,,,,,F,56,188,310.8242857,310.8242857,2,2,373.4332143,373.4332143,125,76.0775,169.7485714,18,18,4,8,3,,,,,,
177,1,,,,,,3515.777143,,,,,,F,22,71,540.5871429,540.5871429,2,2,180.9642857,180.9642857,0,0,178.5714286,3,3,0,0,2,0,0,0,0,0,0
178,1,1,,,,,86.61035714,0.110357143,,,,,M,20,46,9.494285714,0.065357143,2,1,1414.714286,1414.714286,0,0,1414.714286,4,4,0,0,4,1,0,0,1.581428571,0,0
179,1,,,,,,11.68464286,,,,,,F,20,109,1322.144643,1322.144643,5,5,642.6071429,642.6071429,89.28571429,10.32142857,539.6071429,9,9,2,2,4,0,0,1,0,0,14.13857143
180,1,,,,,,902.4875,,,,,,F,56,174,500.1935714,500.1935714,2,2,473.8214286,473.8214286,464.2857143,0,7.571428571,10,10,4,0,1,,,,,,
181,1,1,,,,,549.2064286,36.61321429,,,,,M,71,0,377.6235714,377.6203571,7,6,13.96428571,13.96428571,0,0,11.78571429,2,2,0,0,1,0,0,1,0,0,12.94357143
182,1,,,,,,443.9885714,,,,,,M,64,187,606.54,606.54,7,7,962.6625,962.6625,225,578.8057143,158.8567857,43,43,8,32,3,1,0,0,5.793928571,0,0
183,1,,,,,,4726.620714,,,,,,M,32,179,378.2507143,378.2507143,4,4,325.7764286,325.7764286,85.71428571,83.94535714,152.3667857,22,22,4,8,6,,,,,,
184,1,,,,,,160.9032143,,,,,,F,30,115,0.009642857,0.009642857,1,1,131.8742857,131.8742857,0,129.3432143,0,4,4,0,2,0,0,1,0,0,5.785714286,0
185,1,,,,,,5733.328214,,,,,,M,24,95,620.8582143,620.8582143,3,3,435.8285714,435.8285714,0,73.47142857,358.9642857,9,9,0,3,5,1,0,0,1.545357143,0,0
186,1,,,1,,1,981.5882143,,,0,,8742.690357,M,40,26,1918.873929,1343.863929,23,18,1884.7275,1243.863929,332.1428571,73.24285714,239.5,34,18,4,4,4,0,0,0,0,0,0
187,1,1,25,,,,923.9675,456.4010714,0,,,,M,55,164,1531.133214,1518.616071,6,4,762.4703571,762.4703571,160.7142857,140.4821429,302.9596429,24,24,3,6,10,1,0,1,2.701071429,0,15.75
188,1,,,1,,,748.6853571,,,0,,,F,30,53,2906.782143,1922.457143,29,26,2869.128214,1922.457143,185.7142857,238.7392857,508.5,56,33,4,14,8,,,,,,
189,2,,,,,1,18245.91321,,,,,6001.416786,M,16,22,199.8435714,110.7146429,3,2,113.2857143,106.25,0,0,0,4,2,0,0,0,0,0,0,0,0,0
190,1,1,,1,,,3732.89,6177.329643,,157.9267857,,,M,50,62,357.7289286,357.1482143,3,2,249.9607143,249.9607143,0,48.60357143,198.9642857,5,5,0,2,2,0,0,0,0,0,0
191,1,,,,,,1047.586071,,,,,,M,59,150,998.6810714,998.6810714,4,4,995.4103571,995.4103571,114.2857143,83.94678571,790.035,19,19,6,5,4,0,0,0,0,0,0
192,1,2,4,,,,5.295357143,12783.565,367.8571429,,,,F,61,57,20.7,0.023928571,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.857142857
193,1,1,,,,,142.9532143,106.1528571,,,,,F,64,181,902.4964286,898.5803571,6,5,1474.714286,1474.714286,0,0,1472.214286,6,6,0,0,5,0,0,0,0,0,0
194,1,,,,,,239.0639286,,,,,,M,27,2,58.93071429,58.93071429,3,3,342.7071429,342.7071429,0,0,0,3,3,0,0,0,0,1,0,0,5.407142857,0
195,1,,,,,,5826.981429,,,,,,M,65,162,3350.016071,3350.016071,8,8,4292.571429,4292.571429,0,53.5,4232.285714,18,18,0,1,15,0,0,0,0,0,0
196,1,1,,,,,56.39607143,0.045714286,,,,,M,63,75,18350.82214,1353.574286,10,4,1100.100714,1100.100714,375,95.46857143,377.9285714,21,21,1,3,14,,,,,,
197,1,1,4,,,,686.3078571,191591.1896,0,,,,M,70,58,29178.79607,29178.26893,10,9,30910.96429,30910.96429,0,0,2241.357143,11,11,0,0,3,,,,,,
198,1,,3,,,,3991.991429,,0,,,,F,54,5,377.0432143,377.0432143,2,2,393.8071429,393.8071429,178.5714286,29.12857143,183.6071429,11,11,1,3,6,0,0,0,0,0,0
199,1,,,,,1,151.8246429,,,,,4461.236429,F,47,151,1480.593929,1460.473214,4,3,1171.263571,1166.977857,214.2857143,130.6135714,487.5357143,43,41,4,12,3,,,,,,
200,2,,2,,1,,0,,0,,476.7142857,,F,24,129,20182.24571,16530.45786,10,4,7658.063214,7040.221429,667.8571429,2470.335714,892.3514286,62,38,4,39,10,,,,,,
201,2,,,,,,5112.856429,,,,,,M,68,34,475.3592857,475.3592857,2,2,837.0035714,837.0035714,464.2857143,0,0,6,6,3,0,0,,,,,,
202,1,,,1,1,,42.95142857,,,0,254.9896429,,F,61,150,1190.065,1125.106786,9,4,1577.052857,1336.653571,0,235.8992857,966.9642857,18,12,0,2,6,0,0,0,0,0,0
203,1,,,,,,10.77285714,,,,,,F,57,181,503.5746429,503.5746429,2,2,556.3928571,556.3928571,553.5714286,0,0,11,11,6,0,0,1,1,1,0.641607143,16.94535714,5.714285714
204,1,,,,,,0.682142857,,,,,,F,41,12,349.2710714,349.2710714,2,2,397.25,397.25,357.1428571,0,38.57142857,6,6,2,0,1,0,0,0,0,0,0
205,1,,,1,,,3234.503214,,,29.37607143,,,M,19,9,713.7528571,713.7528571,5,5,819.285,819.285,35.71428571,86.5,693.8207143,15,15,1,1,12,0,0,0,0,0,0
206,1,1,,,,,11335.07071,22893.82286,,,,,M,83,205,371.4371429,0,3,0,755.5357143,0,0,0,41.25,3,0,0,0,2,,,,,,
207,1,,,,,,176.6514286,,,,,,F,41,25,53.60392857,53.60392857,3,3,16.24892857,16.24892857,0,0,0,3,3,0,0,0,,,,,,
208,1,,,,,,1.04,,,,,,F,40,183,0,0,0,0,0.892857143,0.892857143,0,0,0,1,1,0,0,0,0,0,1,0,0,5.801785714
209,1,,,,,,6833.382857,,,,,,M,70,16,178.5725,178.5725,2,2,175.2142857,175.2142857,0,0,172.8214286,3,3,0,0,2,1,0,0,0.260714286,0,0
210,1,1,7,1,1,1,60226.14179,2501.696786,0,0,494.0885714,1193.524643,M,55,120,8900.306429,5592.935357,43,29,12011.99464,5592.935357,678.5714286,1805.7825,926.9814286,80,44,2,27,7,0,0,0,0,0,0
211,1,1,15,1,,,6047.588214,1610.681429,303.2432143,272.9392857,,,F,44,71,480.5610714,478.3935714,3,2,37.89285714,37.89285714,0,0,35.71428571,2,2,0,0,1,,,,,,
212,1,,,1,,,226.8142857,,,386.6507143,,,F,23,68,370.5467857,370.5467857,2,2,260.0125,260.0125,214.2857143,25.47678571,17.85714286,8,8,3,2,1,0,0,0,0,0,0
213,1,,,,,,2462.121786,,,,,,F,47,151,403.2525,403.2525,3,3,388.8928571,388.8928571,64.28571429,0,324.6071429,2,2,1,0,1,0,0,1,0,0,19.10714286
214,1,,,1,1,,565.8,,,0,3522.233571,,M,39,9,491.0453571,490.3310714,3,2,809.0321429,807.6035714,214.2857143,139.7107143,450.2142857,19,17,2,9,5,,,,,,
215,1,,,,,,12891.62679,,,,,,M,32,94,601.3675,601.3675,3,3,645.6785714,645.6785714,250,14.25,378.8214286,9,9,1,1,6,0,0,1,0,0,12.51178571
216,1,,,1,,,192.0907143,,,246.5178571,,,F,61,71,135.7164286,135.7164286,2,2,3.392857143,3.392857143,0,0,0,1,1,0,0,0,,,,,,
217,1,1,,,,,8134.361429,0,,,,,M,17,152,11454.82286,0.043571429,3,1,11430.35714,11430.35714,0,0,11428.57143,2,2,0,0,1,,,,,,
218,1,,,1,,1,121.6953571,,,0,,1280.531429,M,40,26,1950.901786,1373.158571,17,14,2083.9275,1363.697857,485.7142857,39,216.8571429,27,14,4,2,2,0,0,0,0,0,0
219,1,1,27,,,,1400.168929,389883.8307,15095.64929,,,,M,70,50,33213.0075,8192.971071,6,3,40102.30929,40102.30929,0,0,25498.30929,17,17,0,0,9,0,1,0,0,4.286785714,0
220,1,,,1,,1,252.3603571,,,0,,293.5996429,F,51,29,476.4721429,455.4321429,4,3,324.25,319.2142857,0,0,275.6785714,9,7,0,0,5,0,0,0,0,0,0
221,1,,,,1,,1442.284643,,,,0,,M,42,186,358.5721429,357.1432143,8,5,416.1035714,414.675,10.71428571,0,252.1428571,12,10,1,0,6,0,0,1,0,0,7.243214286
222,1,,,,,,0,,,,,,F,70,68,879.9689286,879.9689286,3,3,815.0714286,815.0714286,0,28.39285714,757.1428571,14,14,0,1,10,1,0,1,8.917321429,0,2.107142857
223,1,,,,,,1899.333214,,,,,,M,30,76,0.5475,0.5475,1,1,81.91035714,81.91035714,0,0,71.42857143,5,5,0,0,1,,,,,,
224,1,,1,,,,215.4725,,0,,,,F,83,175,1370.034643,1370.034643,2,2,0.892857143,0.892857143,0,0,0,1,1,0,0,0,,,,,,
225,1,,,1,,,345.6860714,,,618.3975,,,M,14,187,0.0075,0.0075,1,1,130.5214286,130.5214286,0,111.2357143,19.28571429,5,5,0,4,1,0,0,1,0,0,8.130714286
226,1,,,,,,15718.97786,,,,,,F,57,107,2071.475714,2071.475714,2,2,1289.178571,1289.178571,0,0,1285.714286,3,3,0,0,2,,,,,,
227,1,1,8,,,,4710.719643,7194.881071,0,,,,F,36,151,52.4225,0.003214286,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,
228,1,1,,,,,10138.79,1.109285714,,,,,F,38,158,1428.594286,1428.594286,2,2,900.8928571,900.8928571,357.1428571,208.9642857,330.9285714,12,12,1,2,7,,,,,,
229,2,,,,,,264.9557143,,,,,,M,74,141,178.6228571,178.6228571,2,2,19.82142857,19.82142857,0,0,17.85714286,2,2,0,0,1,,,,,,
230,1,,,1,,,74934.95607,,,0,,,M,40,271,5155.043214,3491.461429,26,22,5331.315714,3480.247143,0,113.1082143,1267.071429,41,22,0,2,12,0,1,0,0,1.964285714,0
231,2,,,1,,,113.7810714,,,0,,,M,27,216,899.3146429,857.4328571,8,6,886.3235714,844.4635714,392.8571429,123.6535714,284.1782143,24,22,2,9,7,,,,,,
232,1,,,,,,33.35428571,,,,,,M,38,4,542.9685714,542.9685714,2,2,479.3064286,479.3064286,0,62.91357143,413.5714286,9,9,0,3,5,,,,,,
233,1,,,,,,15.98214286,,,,,,M,32,85,821.4321429,821.4321429,3,3,6.25,6.25,0,0,0,2,2,0,0,0,,,,,,
234,1,,,1,,,856.3446429,,,418.7875,,,F,54,150,1695.435357,1287.684643,6,4,1576.862143,1170.893571,357.1428571,0,406,9,7,1,0,4,0,1,0,0,0.214285714,0
235,1,,,,,1,253.8321429,,,,,1685.725,F,26,146,1037.659643,995.4771429,5,4,1122.417857,1116.310714,357.1428571,27.58928571,506.7142857,24,22,1,2,15,,,,,,
236,1,,,,,,561.1032143,,,,,,F,37,168,433.3582143,433.3582143,3,3,512.7392857,512.7392857,450,35.34642857,21.42857143,25,25,11,3,1,0,1,1,0,4.821428571,32.13285714
237,1,,,,,,125.0178571,,,,,,M,40,173,0.051785714,0.051785714,1,1,1.964285714,1.964285714,0,0,0,1,1,0,0,0,,,,,,
238,1,,,,,,563.4078571,,,,,,M,24,256,412.4685714,412.4685714,3,3,491.2964286,491.2964286,214.2857143,26.71071429,68.42857143,12,12,2,2,5,0,0,0,0,0,0
239,1,1,10,,,,0,2.944285714,227237.1043,,,,F,24,150,11.42464286,0.000357143,3,1,12,12,0,0,11.78571429,2,2,0,0,1,,,,,,
240,1,,1,,,,299.4692857,,6123.713214,,,,M,43,162,1292.1925,1292.1925,3,3,2156.587143,2156.587143,0,0,2153.694286,3,3,0,0,2,,,,,,
241,1,,,,,,170.8567857,,,,,,F,30,12,285.7592857,285.7592857,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23.71428571
242,1,,,,,,708.8621429,,,,,,F,45,146,0.016428571,0.016428571,1,1,205.7857143,205.7857143,0,0,173.6071429,3,3,0,0,1,0,0,0,0,0,0
243,1,1,11,,,,534.6296429,83283.00821,0,,,,M,20,6,9618.215,9605.281071,11,8,16060.41714,10703.27429,9714.285714,640.5421429,344.8392857,32,31,6,16,7,,,,,,
244,1,,,,,,5.642857143,,,,,,M,41,162,270.3592857,270.3592857,3,3,402.5571429,402.5571429,0,104.95,292.6071429,14,14,0,5,7,1,0,0,9.155357143,0,0
245,1,,,,,,284.3885714,,,,,,M,26,183,519.7157143,519.7157143,3,3,963.2392857,963.2392857,857.1428571,103.9178571,0,14,14,3,9,0,0,0,1,0,0,5.685357143
246,2,,,,,1,2588.348929,,,,,229.3585714,M,62,0,1190.157857,1128.182143,5,4,1128.989286,1126.167857,317.8571429,169.9178571,515.3214286,37,36,4,16,14,,,,,,
247,1,1,,,1,,689.3110714,351.8667857,,,0,,F,55,172,4184.068929,2380.510714,11,5,1233.107143,1230.75,571.4285714,246.1071429,410.5714286,22,18,4,3,8,0,0,0,0,0,0
248,1,,,,,,776.5903571,,,,,,F,27,127,325.0192857,325.0192857,3,3,253.1239286,253.1239286,132.1428571,72.995,47.98607143,14,14,4,9,1,0,1,0,0,10.60821429,0
249,1,1,,,,,42.99535714,1733.5775,,,,,F,25,196,2428.688571,2428.688571,2,2,1797.155357,1797.155357,192.8571429,563.2467857,1041.051429,22,22,3,10,9,0,0,1,0,0,11.75
250,1,,,,,,536.9514286,,,,,,F,31,42,3460.529286,3460.529286,5,5,2245.562857,2245.562857,635.1446429,1043.137143,0,24,24,2,17,0,0,0,0,0,0,0
251,1,1,,,,,0,6432.6,,,,,F,67,8,1270.847857,1141.875714,5,3,1410.682143,1410.682143,267.8571429,0,1139.432143,14,14,3,0,10,0,0,0,0,0,0
252,1,1,,,,,130.7335714,8247.858214,,,,,M,45,79,398.1464286,0.033214286,5,1,969.7142857,969.7142857,0,775.0714286,190.6071429,5,5,0,1,3,0,1,0,0,5.638571429,0
253,1,,,1,1,,64.68964286,,,0,779.2857143,,M,37,13,1437.008929,1434.618929,7,3,1656.785714,1654.428571,0,0,535.8571429,14,10,0,0,5,0,0,0,0,0,0
254,1,,,1,,,1049.062143,,,0,,,F,34,55,153.5717857,153.5717857,2,2,148.7357143,148.7357143,0,0,0,3,3,0,0,0,0,0,0,0,0,0
255,2,,,,,,0.2075,,,,,,M,73,152,1160.015,1160.015,2,2,1037.178214,1037.178214,500,73.57142857,414.4639286,15,15,5,2,4,,,,,,
256,1,,,1,,,572.1632143,,,0,,,F,29,93,1492.993929,1443.505,4,2,612.2060714,612.2060714,107.1428571,262.3528571,0,14,14,2,7,0,0,0,0,0,0,0
257,1,,,,,1,265.5046429,,,,,9723.523214,M,45,38,1688.7975,1654.111429,7,6,1040.852143,1038.745,0,0,608.9285714,10,9,0,0,4,,,,,,
258,1,,,,,,0,,,,,,M,73,182,1447.768571,1447.768571,2,2,1977.821429,1977.821429,1500,0,474.2142857,9,9,3,0,5,,,,,,
259,1,1,10,,,,3260.116429,15882.94607,7542.775,,,,M,30,21,794.5407143,788.6039286,4,2,60.57142857,60.57142857,0,0,60.57142857,2,2,0,0,2,0,0,0,0,0,0
260,1,,,,,,1927.521071,,,,,,M,40,153,770.585,770.585,5,5,346.8214286,346.8214286,0,75.39285714,268.0357143,14,14,0,2,11,,,,,,
261,1,,,,,,194.695,,,,,,F,18,152,125.0621429,125.0621429,3,3,140.6382143,140.6382143,0,0,134.7142857,7,7,0,0,4,,,,,,
262,1,,,,,,2614.333571,,,,,,F,38,72,973.71,973.71,2,2,506.8321429,506.8321429,35.71428571,46.54642857,417.4285714,13,13,1,1,10,0,0,0,0,0,0
263,1,,,,,,40.81285714,,,,,,F,67,10,76.78714286,76.78714286,3,3,256.0714286,256.0714286,135.7142857,2.5,117.8571429,5,5,2,1,2,,,,,,
264,1,,,,,,4483.517143,,,,,,F,48,109,1071.526786,1071.526786,2,2,1324.642857,1324.642857,250,0,1071.428571,4,4,1,0,1,0,0,0,0,0,0
265,1,,,,,,17.79571429,,,,,,F,26,179,1947.878929,1947.878929,8,8,3.392857143,3.392857143,0,0,0,1,1,0,0,0,,,,,,
266,1,,,,,,1033.077857,,,,,,M,42,34,359.8260714,359.8260714,2,2,424.3682143,424.3682143,339.2857143,28.65357143,52.82178571,11,11,5,3,2,,,,,,
267,1,,,,,,0,,,,,,F,73,36,648.7796429,648.7796429,2,2,199.8107143,199.8107143,35.71428571,130.8464286,31.5,12,12,1,7,2,,,,,,
268,1,,11,,,,9317.071786,,35232.29536,,,,M,66,39,656.4314286,656.4314286,4,4,661.9642857,661.9642857,428.5714286,0,231,4,4,1,0,2,0,0,0,0,0,0
269,1,1,,1,,,611.0925,11325.13179,,984.7853571,,,F,39,61,648.8060714,643.7989286,3,2,1450.071429,1450.071429,107.1428571,0,268.7142857,10,10,1,0,7,0,0,1,0,0,12.54785714
270,1,,,,,,101.3267857,,,,,,F,31,63,456.7564286,456.7564286,3,3,487.5717857,487.5717857,0,145.5892857,339.3753571,15,15,0,9,5,,,,,,
271,1,2,1,,,,0.001428571,3822.741786,4394.670714,,,,M,24,70,391.6578571,242.8232143,7,5,123.8053571,123.8053571,0,0,120.4125,8,8,0,0,7,0,1,1,0,3.573928571,6.642857143
272,1,,,,,,716.3985714,,,,,,M,61,103,316.4653571,316.4653571,2,2,322.5,322.5,178.5714286,0,141.5357143,5,5,2,0,2,0,0,1,0,0,13.46964286
273,1,,,,,,755.7260714,,,,,,M,40,67,0.0075,0.0075,1,1,129.2257143,129.2257143,89.28571429,21.76142857,15.67857143,9,9,4,2,1,,,,,,
274,1,,,,,,30.44428571,,,,,,M,66,169,3571.500357,3571.500357,6,6,4066.963571,4066.963571,0,0,4047.5,10,10,0,0,6,,,,,,
275,1,,,,,,5221.425714,,,,,,M,73,2,592.0360714,592.0360714,5,5,611.9285714,611.9285714,182.1428571,0,417.4285714,13,13,5,0,2,0,1,0,0,6.428571429,0
276,1,,9,,,,18.98821429,,66108.25214,,,,F,68,38,390.4842857,390.4842857,2,2,517.4107143,517.4107143,0,16.08928571,140.5357143,5,5,0,1,2,,,,,,
277,1,,,1,,,423.3692857,,,0,,,F,26,61,55.11642857,45.41535714,5,4,90.83071429,45.41535714,32.14285714,0,3.571428571,8,4,2,0,1,0,1,0,0,2.429642857,0
278,2,,,,,,272.3232143,,,,,,M,36,56,267.8614286,267.8614286,3,3,344.25,344.25,0,0,240.6785714,4,4,0,0,3,1,0,0,6.188392857,0,0
279,3,,,1,,,937.21,,,0,,,M,22,135,0.003571429,0.003571429,1,1,199.9285714,199.9285714,0,0,0,3,3,0,0,0,0,0,1,0,0,4.214285714
280,1,,,,,,0,,,,,,M,23,234,0.000357143,0.000357143,1,1,1.964285714,1.964285714,0,0,0,1,1,0,0,0,0,0,0,0,0,0
281,1,,1,,,,355.7167857,,26801.155,,,,M,30,140,2708.711071,2708.711071,2,2,1388.214286,1361.928571,771.4285714,230.1785714,385.2857143,11,10,4,3,2,0,0,0,0,0,0
282,1,1,,1,,,750.2471429,6746.3125,,0,,,M,50,152,389.1582143,384.7546429,4,2,393.5357143,393.5357143,71.42857143,0,319.0714286,7,7,1,0,5,0,1,0,0,7.356785714,0
283,1,,,,,,571.7292857,,,,,,M,27,104,0.001071429,0.001071429,1,1,16.23928571,16.23928571,10.71428571,4.275,0,5,5,2,2,0,,,,,,
284,1,,,,,,2505.563571,,,,,,M,66,23,1650.641786,1650.641786,2,2,1661.7675,1661.7675,175,547.9825,597.5714286,20,20,1,9,7,0,1,1,0,0.893214286,14.98821429
285,1,,,,,,89.44571429,,,,,,F,76,249,388.6432143,388.6432143,2,2,395.1428571,395.1428571,382.1428571,7.107142857,0,6,6,2,1,0,0,1,0,0,5.642857143,0
286,1,,2,,,,22.43821429,,7512.695357,,,,F,4,20,0.003571429,0.003571429,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,
287,1,,,,,,1681.391786,,,,,,M,32,104,541.4475,541.4475,5,5,471.8478571,471.8478571,0,173.4546429,296.9646429,24,24,0,20,3,1,0,0,18.48678571,0,0
288,1,,,,,,3661.958214,,,,,,F,32,151,645.2521429,645.2521429,2,2,729.575,729.575,242.8571429,135.075,348.9285714,16,16,4,4,5,0,0,0,0,0,0
289,1,1,2,1,,,152.8221429,6597.335,0,0,,,F,44,150,300.0671429,298.7885714,3,2,324.8575,324.8575,178.5714286,0,143.8932143,5,5,2,0,2,,,,,,
290,1,,,,,,132.9814286,,,,,,F,66,24,1723.189643,1723.189643,9,9,4068.572857,4068.572857,164.2857143,108.7157143,3791.535714,28,28,1,12,14,0,0,0,0,0,0
291,2,,,,,,805.28,,,,,,F,72,12,690.0385714,690.0385714,3,3,771.9642857,771.9642857,0,0,768.5714286,6,6,0,0,5,0,1,0,0,6.607142857,0
292,1,,,,,,1602.518214,,,,,,M,36,5,1971.430357,1971.430357,3,3,2370.030357,2370.030357,32.14285714,150.1375,2187.75,13,13,1,7,5,1,0,0,0.64125,0,0
293,1,,,,,,183.7814286,,,,,,F,21,76,537.5003571,537.5003571,8,8,293.8464286,293.8464286,267.8571429,23.31071429,0,11,11,7,2,0,,,,,,
294,1,1,13,,,,13.18178571,18834.435,0,,,,F,54,101,1268.748929,1264.469643,4,3,1161.321429,1161.321429,535.7142857,0,623.3214286,7,7,1,0,5,1,0,0,10.09875,0,0
295,2,,,,,,2414.488214,,,,,,M,46,38,772.4007143,772.4007143,2,2,1095.429286,1095.429286,1071.428571,0,21.82214286,4,4,2,0,1,0,0,0,0,0,0
296,1,,,,,,281.0967857,,,,,,M,16,36,0.001428571,0.001428571,1,1,3.392857143,3.392857143,0,0,0,1,1,0,0,0,,,,,,
297,1,,,1,,,906.7657143,,,0,,,M,73,56,1185.661429,1185.661429,5,5,785.7514286,785.7514286,0,185.1371429,64.96428571,12,12,0,7,3,0,0,0,0,0,0
298,1,2,3,1,1,,18.73964286,71.73214286,0,0,0,,M,48,221,3289.791071,2512.621071,14,6,3704.054286,2545.349286,321.4285714,739.4964286,1384.588571,24,19,1,3,10,0,0,1,0,0,22.96642857
